loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,earliest_cr_line,pub_rec,revol_bal,revol_util,total_acc,mort_acc,postal_code
4125.0,0,20.2,153.73,5,3,108012.0,2,1,2,5.34,2002,1,3499.0,43.2,34.0,10.0,3
30000.0,1,15.31,718.59,3,0,95000.0,0,1,2,17.29,2006,0,21781.0,52.0,27.0,1.0,1
13000.0,0,8.39,409.72,1,0,66034.0,0,1,1,32.1,1991,0,14905.0,64.8,31.0,3.0,7
12000.0,0,10.37,389.3,2,3,56500.0,0,1,2,17.35,1999,0,19365.0,72.5,20.0,1.8139908160844136,4
24000.0,1,14.98,570.71,3,0,82000.0,1,0,1,19.66,1998,0,27131.0,47.5,33.0,1.0,7
5000.0,0,15.88,175.49,3,0,80000.0,0,1,2,26.46,2003,0,25866.0,71.5,37.0,1.0,4
14000.0,0,13.18,472.94,3,0,78113.0,1,1,2,12.54,1977,0,32682.0,63.3,42.0,2.0,7
14000.0,1,18.55,359.72,5,0,78000.0,1,1,4,27.37,2001,0,32334.0,89.1,32.0,1.0,7
16000.0,1,21.99,441.82,5,3,71000.0,2,1,2,11.38,2008,0,12902.0,75.0,13.0,0.0,6
16000.0,1,13.11,364.96,2,3,65000.0,2,1,2,30.02,1999,0,3718.0,40.4,31.0,0.0,7
20000.0,0,11.99,664.2,2,0,60000.0,1,0,2,19.2,1995,0,48675.0,73.0,21.0,6.0,7
6000.0,0,14.49,206.5,3,0,30000.0,0,1,2,18.8,1999,0,3501.0,13.0,31.0,0.0,4
8125.0,0,17.77,292.81,4,2,26000.0,2,1,2,22.2,1996,0,7233.0,44.9,11.0,0.0,4
14375.0,0,22.39,551.9,5,3,80000.0,1,1,2,15.41,2002,1,10351.0,62.0,12.0,2.0,6
12000.0,0,14.16,411.07,3,0,50000.0,0,1,1,20.24,2009,1,9979.0,74.0,15.0,3.0,4
15000.0,0,10.99,491.01,2,0,68000.0,1,0,2,13.85,1998,1,10748.0,78.5,16.0,4.0,9
10500.0,1,13.35,240.8,3,3,40000.0,1,1,2,8.97,1995,0,7514.0,26.2,42.0,0.0,1
4600.0,0,10.99,150.58,2,3,52288.0,0,1,1,13.3,2001,0,9856.0,36.6,11.0,0.0,6
24000.0,0,6.49,735.47,1,3,60000.0,1,0,1,27.3,2004,0,21354.0,24.1,22.0,0.0,2
24000.0,1,15.41,576.14,4,3,90000.0,0,1,2,9.61,2001,0,16968.0,58.3,13.0,0.0,0
21400.0,0,23.83,837.68,6,0,120000.0,1,1,4,19.83,2002,0,8084.0,23.8,24.0,0.0,7
4800.0,1,13.49,110.43,3,3,38400.0,0,1,2,15.53,2006,0,2259.0,26.3,10.0,1.8139908160844136,4
12000.0,0,9.17,382.55,2,3,50000.0,0,1,2,14.98,1998,0,8891.0,46.3,27.0,0.0,3
13000.0,0,7.29,403.13,1,0,141996.0,2,1,9,11.82,1989,0,0.0,0.0,27.0,1.8139908160844136,0
20000.0,0,8.18,628.39,2,0,75000.0,1,1,1,23.52,1998,0,12724.0,73.5,32.0,3.0,3
15850.0,0,14.99,549.37,3,3,55000.0,1,1,1,9.99,1997,1,6856.0,72.2,44.0,2.0,3
28000.0,0,13.99,956.84,3,0,72146.88,1,0,2,24.52,1997,0,40491.0,76.1,22.0,6.0,3
6000.0,0,12.69,201.27,3,3,70000.0,2,1,1,5.37,2009,0,5463.0,97.6,5.0,0.0,7
6250.0,0,12.12,207.95,2,3,30500.0,1,1,2,26.28,2001,0,15072.0,89.7,28.0,0.0,0
27500.0,0,12.49,919.85,2,3,134310.0,0,1,2,18.14,2001,1,36522.0,84.9,27.0,0.0,3
10725.0,1,18.24,273.75,4,0,50000.0,1,1,2,11.43,2003,0,3128.0,37.7,21.0,0.0,6
3075.0,0,15.1,106.75,3,3,30000.0,2,1,11,2.0,2008,0,979.0,17.5,5.0,0.0,1
4800.0,0,15.61,167.84,4,3,33600.0,2,0,2,34.75,1983,0,10082.0,69.1,16.0,0.0,6
15350.0,0,14.09,525.3,2,2,39000.0,2,1,2,21.46,1987,0,22010.0,74.1,22.0,0.0,0
17000.0,0,14.09,581.77,2,0,71000.0,1,1,2,15.62,2003,0,18152.0,64.6,24.0,0.0,5
30000.0,0,9.17,956.37,2,0,65000.0,2,1,2,14.88,1978,0,17605.0,41.1,46.0,6.0,5
10950.0,0,8.9,347.7,1,0,50000.0,2,1,2,13.03,1996,0,26862.0,95.9,31.0,1.8139908160844136,5
28000.0,0,8.9,889.09,1,0,120000.0,0,1,1,19.23,1993,0,56226.0,86.2,15.0,2.0,0
10000.0,0,12.73,335.67,3,0,150000.0,0,1,13,8.37,1982,1,14917.0,52.2,35.0,1.8139908160844136,1
4000.0,0,20.2,149.07,5,3,56532.0,1,1,9,19.82,2001,0,12805.0,93.5,11.0,1.0,4
3200.0,0,13.11,108.0,2,3,45000.0,1,1,2,29.84,2004,0,11488.0,65.3,35.0,0.0,4
28000.0,1,11.99,622.71,2,0,125000.0,1,1,2,17.44,1995,0,6597.0,5.9,34.0,4.0,5
20000.0,0,10.99,654.68,2,2,110000.0,1,1,2,23.46,1991,0,29846.0,82.0,29.0,4.0,5
13000.0,0,8.9,412.8,1,0,62000.0,0,1,2,14.98,1997,0,13896.0,36.0,33.0,6.0,0
4650.0,0,6.03,141.53,1,0,100000.0,0,1,2,10.87,2001,0,420.0,4.5,15.0,3.0,0
11200.0,1,18.25,285.94,5,0,42702.0,2,1,1,32.78,1986,1,6223.0,20.5,38.0,2.0,1
24000.0,0,11.99,797.03,2,2,155000.0,2,1,2,20.62,1992,0,39086.0,47.4,39.0,0.0,6
13000.0,0,12.99,437.96,2,3,60000.0,0,1,2,18.68,2006,0,10667.0,45.6,20.0,0.0,1
16000.0,1,18.64,411.89,5,0,80000.0,2,1,1,8.48,1996,0,5370.0,80.1,23.0,1.8139908160844136,7
11000.0,0,14.09,376.44,2,0,34000.0,0,1,2,17.47,1994,0,17581.0,75.8,24.0,4.0,1
9000.0,0,7.62,280.46,1,0,40000.0,1,1,4,13.98,2004,0,14480.0,40.0,15.0,1.0,4
30000.0,0,13.33,1015.6,3,2,81500.0,2,1,2,25.11,2002,0,25593.0,52.7,34.0,1.0,0
19200.0,1,13.65,443.28,3,3,51000.0,1,0,1,7.93,1989,0,19650.0,67.8,32.0,5.0,2
19525.0,1,22.99,550.31,6,0,90000.0,2,0,2,15.28,1989,0,10810.0,37.9,22.0,0.0,7
21475.0,0,15.61,750.87,4,3,65000.0,0,0,1,14.99,1992,1,2379.0,14.0,31.0,8.0,2
16000.0,1,12.29,358.27,3,3,65000.0,1,0,2,32.53,2002,0,17278.0,65.0,33.0,0.0,8
5000.0,0,6.03,152.18,1,2,130000.0,1,1,2,14.02,1979,0,70399.0,32.2,37.0,4.0,4
11200.0,1,22.4,311.89,5,0,40000.0,1,0,2,13.56,2002,0,12532.0,88.3,14.0,1.0,6
4750.0,1,13.61,109.57,3,3,24288.0,1,0,2,24.7,2003,0,2479.0,53.9,19.0,1.8139908160844136,8
3600.0,0,10.64,117.25,2,0,45000.0,0,1,2,18.56,2002,0,4626.0,44.1,18.0,3.0,7
20000.0,0,14.64,689.79,3,3,70000.0,1,1,2,26.38,2001,0,21491.0,89.5,40.0,0.0,6
19500.0,0,15.61,681.82,4,0,100000.0,2,1,11,8.0,1990,0,24034.0,56.2,35.0,4.0,3
18600.0,0,9.17,592.95,2,3,94300.0,1,1,2,5.15,1998,0,11911.0,59.0,23.0,0.0,5
10000.0,0,12.99,336.9,3,0,125000.0,1,0,2,12.92,2006,0,6555.0,38.3,39.0,1.0,6
15000.0,1,17.76,378.95,4,3,95000.0,2,1,1,12.61,1989,0,23961.0,47.9,31.0,0.0,3
6000.0,0,15.31,208.91,3,0,70000.0,2,1,2,22.05,1999,0,8441.0,93.8,37.0,1.0,1
5500.0,0,13.11,185.61,2,2,22000.0,0,0,2,24.87,2005,0,3735.0,57.5,15.0,0.0,5
15000.0,1,16.32,367.33,5,0,100000.0,1,0,4,9.25,1993,1,13594.0,81.9,21.0,1.8139908160844136,6
10200.0,0,12.49,341.18,2,3,80000.0,1,1,1,20.97,1988,1,6633.0,33.5,43.0,2.0,3
9525.0,0,11.99,316.33,2,2,21180.0,2,0,1,18.7,2001,0,8851.0,49.7,14.0,0.0,5
12200.0,0,16.55,432.24,4,3,85000.0,1,1,1,16.01,2004,0,8773.0,86.9,9.0,0.0,7
15000.0,0,17.56,538.99,4,2,225000.0,2,0,9,10.81,1996,0,9560.0,70.3,37.0,2.0,2
25000.0,1,13.99,581.58,3,0,90000.0,0,1,2,14.09,1999,1,19986.0,75.7,17.0,1.0,1
3500.0,0,12.99,117.92,2,2,130000.0,0,1,4,7.87,2001,0,5769.0,81.3,26.0,4.0,7
12175.0,1,21.67,333.98,5,2,29000.0,2,0,2,32.74,2002,0,11169.0,46.9,21.0,2.0,5
15000.0,0,11.99,498.15,2,3,42000.0,1,1,2,19.91,1999,1,5240.0,28.5,18.0,1.0,6
8875.0,0,16.29,313.3,3,3,26000.0,2,1,1,19.71,2005,0,13210.0,77.7,13.0,0.0,3
8000.0,0,11.53,263.93,2,3,52000.0,1,1,2,23.12,2006,0,2715.0,33.5,17.0,0.0,5
10500.0,0,18.49,382.19,4,2,31000.0,0,1,2,17.85,1976,0,15375.0,85.4,22.0,2.0,6
18000.0,1,20.49,481.82,5,0,56000.0,0,1,2,14.45,1992,0,12685.0,52.6,34.0,1.0,0
18000.0,0,11.14,590.5,2,0,41000.0,2,1,2,22.95,1998,0,8566.0,32.7,43.0,1.0,3
13000.0,1,19.47,340.6,4,3,90000.0,2,1,2,19.03,1998,1,7258.0,97.0,55.0,2.0,1
24000.0,1,14.49,564.56,3,0,200000.0,1,0,0,13.15,2001,0,4949.0,66.9,37.0,4.0,9
20000.0,1,21.49,546.6,5,3,78500.0,2,0,2,9.97,2002,0,21332.0,55.6,19.0,0.0,2
24500.0,0,13.98,837.12,3,2,137000.0,1,1,2,21.27,1998,0,26286.0,52.8,49.0,5.0,3
4800.0,0,19.72,177.71,4,0,30000.0,0,1,2,7.77,2003,0,7368.0,95.7,25.0,1.0,7
30000.0,1,22.95,844.86,6,0,73000.0,1,1,4,28.87,1999,0,9806.0,45.0,18.0,3.0,3
15000.0,0,9.71,481.97,2,0,66000.0,0,1,1,28.27,1987,0,38355.0,39.9,41.0,4.0,1
15850.0,0,6.03,482.41,1,0,112400.0,1,1,1,22.85,1999,0,26722.0,37.5,43.0,3.0,7
6800.0,0,14.16,232.94,3,3,17000.0,1,1,2,17.73,2006,0,1105.0,14.7,13.0,0.0,3
6500.0,0,18.49,236.6,4,0,36000.0,0,1,4,6.27,2002,1,4765.0,51.8,8.0,1.0,5
19475.0,0,11.99,646.76,3,3,72000.0,0,1,2,27.18,2003,0,5905.0,19.2,25.0,0.0,3
15000.0,1,15.1,357.64,3,0,90000.0,1,1,2,9.87,1986,0,7336.0,38.0,27.0,3.0,3
4450.0,0,15.61,155.6,3,3,35000.0,0,1,2,5.45,1994,1,3943.0,56.0,25.0,0.0,4
24000.0,0,21.49,910.26,4,3,86500.0,1,1,1,14.53,2009,0,21297.0,85.9,11.0,0.0,4
28000.0,1,18.25,714.83,5,2,180000.0,1,1,2,10.24,2003,0,21090.0,54.8,27.0,1.0,4
16000.0,0,13.11,539.96,2,0,70000.0,2,1,2,10.18,2001,0,14518.0,78.1,27.0,9.0,7
7300.0,0,7.26,226.28,1,2,60000.0,2,1,2,18.2,2005,0,7410.0,32.8,41.0,0.0,3
21900.0,0,21.49,830.61,5,3,65000.0,1,0,2,13.89,2004,0,17298.0,71.5,10.0,0.0,3
27275.0,1,21.99,753.16,6,0,67460.0,2,1,4,29.92,1974,1,16481.0,81.2,29.0,0.0,5
9900.0,0,14.09,338.8,2,3,70000.0,1,1,1,14.88,2003,1,11177.0,94.7,8.0,0.0,3
29000.0,0,14.65,1000.34,3,3,90000.0,1,1,2,35.35,1995,0,27923.0,89.5,46.0,3.0,1
8975.0,0,12.12,298.62,2,0,27000.0,0,1,2,18.8,1995,0,14468.0,66.1,9.0,1.0,0
10000.0,1,23.5,284.79,6,0,42122.0,2,1,2,20.37,1990,1,8521.0,63.6,25.0,3.0,5
4375.0,0,13.67,148.83,2,3,30000.0,1,1,9,16.44,1989,0,6622.0,44.1,16.0,0.0,6
20000.0,0,17.27,715.75,3,3,77500.0,2,1,2,11.69,1993,0,11452.0,84.2,9.0,0.0,7
12000.0,1,17.14,299.14,5,2,45000.0,0,1,5,9.07,1996,0,6160.0,55.5,19.0,1.8139908160844136,6
5875.0,0,11.14,192.73,2,2,40500.2,2,1,1,11.7,1993,1,11784.0,68.9,16.0,1.0,0
20975.0,1,19.24,546.88,5,0,71199.0,2,0,2,30.47,1999,0,46191.0,100.0,27.0,5.0,8
6250.0,0,21.48,237.02,5,3,20000.0,0,0,2,11.1,2001,0,5135.0,76.6,9.0,0.0,2
8600.0,0,20.99,323.97,5,2,50000.0,2,1,11,18.15,1994,0,1521.0,25.3,45.0,1.0,3
9600.0,1,11.49,211.09,2,3,24000.0,1,1,6,9.9,2004,0,9083.0,51.7,10.0,1.8139908160844136,4
2400.0,0,19.2,88.22,4,2,56000.0,2,0,4,3.88,1974,0,1587.0,63.5,24.0,3.0,6
16750.0,1,22.15,464.05,5,3,42000.0,1,0,12,14.54,1993,0,9246.0,27.9,14.0,0.0,5
8875.0,0,10.64,289.05,2,0,42000.0,2,1,2,25.31,1994,0,7084.0,42.2,19.0,1.0,7
6300.0,0,9.17,200.84,2,0,208000.0,1,1,6,6.38,2000,1,11559.0,48.2,23.0,1.0,5
14000.0,1,12.05,311.78,3,3,118069.0,0,1,1,17.0,2000,0,21331.0,31.2,46.0,5.0,3
10000.0,0,11.14,328.06,2,0,65000.0,2,1,2,20.57,1983,0,15607.0,44.1,45.0,4.0,0
16000.0,1,11.49,220.43,2,0,58179.0,0,0,2,21.31,1994,0,12268.0,59.3,33.0,1.8139908160844136,2
8000.0,0,11.22,262.75,2,3,50000.0,2,0,12,33.32,2005,0,10785.0,37.7,27.0,0.0,9
14000.0,0,7.89,438.0,1,3,45000.0,1,1,1,11.97,2007,0,9079.0,34.3,32.0,1.0,3
16000.0,1,7.49,320.54,1,0,85000.0,0,1,2,10.45,1996,0,4701.0,11.0,27.0,1.8139908160844136,1
14825.0,0,21.0,558.54,5,3,85000.0,1,1,2,14.89,2002,0,13757.0,70.5,24.0,0.0,7
19200.0,0,9.17,612.08,2,0,65000.0,0,0,2,22.51,2000,0,19855.0,91.5,23.0,2.0,3
3200.0,0,18.24,116.08,4,3,60000.0,1,0,1,20.7,1985,1,10083.0,53.3,23.0,0.0,3
16000.0,1,13.98,372.13,3,3,55000.0,1,1,2,28.47,2006,0,5658.0,83.2,17.0,0.0,6
6600.0,1,22.48,184.1,7,3,38480.0,1,1,12,6.58,1996,1,6593.0,63.4,8.0,1.8139908160844136,7
11375.0,0,23.99,446.22,6,0,67500.0,1,1,6,32.37,2002,0,3024.0,97.5,24.0,1.0,0
19000.0,0,8.88,603.14,2,3,70000.0,1,1,2,21.03,1999,0,8583.0,83.3,34.0,1.8139908160844136,3
18000.0,0,17.57,646.87,4,3,110000.0,0,1,1,11.9,2003,0,33757.0,61.9,18.0,0.0,5
9500.0,0,16.99,338.66,4,2,50000.0,0,1,2,20.29,2005,0,17325.0,84.5,21.0,0.0,0
24000.0,1,14.31,562.31,3,3,83300.0,1,0,2,26.11,2007,1,20611.0,66.9,28.0,1.0,6
8175.0,0,14.46,281.24,3,3,51000.0,0,1,2,16.56,2009,0,1258.0,23.7,13.0,0.0,0
24750.0,0,17.77,891.92,4,3,105000.0,1,1,2,8.3,2006,0,17512.0,72.7,16.0,0.0,3
10575.0,0,10.16,342.03,2,3,45000.0,0,1,2,12.64,2003,0,9494.0,53.6,46.0,0.0,6
9000.0,0,12.49,301.04,2,3,42000.0,2,1,1,12.37,1996,1,8772.0,56.0,25.0,0.0,5
12000.0,0,8.39,378.2,1,0,40000.0,0,1,2,21.3,2003,0,1648.0,14.3,30.0,0.0,3
3800.0,0,11.14,124.66,2,0,112000.0,0,1,4,6.57,1991,0,6257.0,94.8,18.0,1.0,1
9600.0,0,14.64,331.1,3,3,40000.0,0,1,9,14.82,2002,0,1427.0,21.6,16.0,0.0,3
13250.0,0,18.49,482.29,4,2,36835.0,2,1,4,15.05,1976,0,5136.0,71.3,8.0,0.0,1
15000.0,0,6.03,456.54,1,2,105000.0,2,1,2,28.93,2000,0,1760.0,7.2,44.0,3.0,6
28000.0,0,8.19,879.88,1,0,100000.0,1,1,2,13.82,1999,0,25361.0,68.4,26.0,6.0,0
12000.0,0,14.65,413.94,3,0,74300.0,2,1,2,29.75,2005,0,8630.0,63.0,21.0,1.0,1
5000.0,0,8.9,158.77,1,0,24000.0,1,0,2,8.65,2002,0,11092.0,69.6,22.0,4.0,2
15000.0,0,6.03,456.54,1,0,93000.0,2,1,2,3.32,1996,0,207.0,0.6,21.0,6.0,5
29325.0,0,11.99,973.87,2,0,84000.0,2,1,2,26.51,1996,0,16285.0,41.2,31.0,8.0,5
16800.0,1,13.98,390.74,3,3,73440.0,1,0,2,18.5,1990,0,7462.0,72.4,26.0,2.0,8
17475.0,0,11.55,576.68,2,0,90000.0,2,1,2,29.29,2001,0,12625.0,39.8,40.0,1.0,1
4000.0,0,12.99,134.76,3,3,38400.0,0,1,9,14.38,2004,0,816.0,30.2,15.0,1.8139908160844136,3
4000.0,0,13.99,136.7,3,2,18720.0,1,1,2,5.13,2005,0,2519.0,32.3,11.0,1.8139908160844136,3
24000.0,0,6.03,730.46,1,0,147000.0,0,1,2,5.67,1993,0,66300.0,11.7,26.0,4.0,3
28000.0,1,19.52,734.38,4,0,105000.0,2,1,2,16.58,2000,0,38964.0,68.6,38.0,3.0,1
8200.0,0,14.64,282.82,3,3,40000.0,0,1,1,19.74,2003,0,7317.0,55.4,16.0,0.0,4
3200.0,0,13.99,109.36,3,2,40000.0,0,1,1,20.46,1998,1,687.0,6.5,22.0,0.0,7
3250.0,0,8.9,103.2,1,0,40000.0,2,1,2,1.65,2002,0,1255.0,12.7,13.0,6.0,3
7000.0,0,9.17,223.16,2,0,81000.0,1,1,2,23.99,1988,0,7158.0,53.8,37.0,1.0,0
14400.0,0,7.9,450.58,1,3,68000.0,0,1,2,23.79,2001,0,12426.0,27.1,42.0,2.0,4
12000.0,0,10.49,389.98,2,3,72000.0,0,1,1,21.1,1998,0,11568.0,49.4,26.0,3.0,4
18000.0,0,11.99,597.78,2,3,70000.0,2,1,1,32.57,1995,0,26648.0,80.3,43.0,0.0,6
3200.0,0,8.0,100.28,1,3,44000.0,2,1,11,17.92,2003,0,849.0,10.7,17.0,1.8139908160844136,6
11000.0,1,18.99,285.29,5,0,130000.0,0,1,2,3.49,1992,0,8592.0,90.4,17.0,4.0,6
16000.0,0,7.49,497.63,1,2,132000.0,0,1,2,22.84,1991,0,37269.0,75.0,39.0,1.0,4
9000.0,0,16.2,317.31,3,3,27240.0,0,0,1,14.05,2010,0,16726.0,89.4,7.0,0.0,7
6900.0,0,12.39,230.47,3,3,76000.0,2,1,0,6.98,2011,1,375.0,14.4,8.0,0.0,7
2800.0,0,11.67,92.56,2,0,55000.0,2,1,2,8.53,1998,1,5533.0,17.8,21.0,1.0,5
23050.0,0,9.49,738.26,2,0,90000.0,1,1,2,23.57,1999,0,15373.0,72.5,40.0,4.0,7
7775.0,0,24.5,307.09,6,3,26000.0,2,1,2,26.13,1996,0,13747.0,92.9,11.0,0.0,3
26375.0,1,22.2,731.46,5,0,60314.57,2,0,2,15.38,1998,1,10895.0,68.9,13.0,2.0,2
12000.0,0,6.62,368.45,1,3,43000.0,0,1,2,13.15,1999,0,11970.0,73.4,28.0,1.8139908160844136,6
12000.0,0,11.44,395.37,2,3,110000.0,0,1,2,4.69,2003,0,12026.0,65.7,15.0,0.0,4
15000.0,0,7.26,464.95,1,0,124000.0,0,1,4,3.97,1996,0,84.0,0.5,19.0,2.0,3
4000.0,0,12.23,133.3,3,0,50000.0,0,1,6,2.04,2006,0,3035.0,45.3,11.0,1.8139908160844136,1
10000.0,0,10.99,327.34,2,3,40000.0,1,1,9,20.07,2005,1,8779.0,66.0,12.0,0.0,5
24000.0,1,19.52,629.47,5,0,180000.0,2,0,2,24.69,2003,0,47298.0,102.6,22.0,1.0,5
20000.0,1,10.49,429.78,2,0,86000.0,1,1,2,25.26,1996,1,1548.0,5.3,50.0,5.0,3
13700.0,1,16.99,340.41,4,0,60000.0,2,1,2,13.22,1992,1,0.0,0.0,27.0,6.0,7
11725.0,1,21.18,318.39,5,0,65000.0,2,1,2,21.71,2001,1,4456.0,84.0,36.0,2.0,3
11325.0,0,20.49,423.72,5,3,30000.0,1,1,1,23.2,1993,0,5379.0,31.5,32.0,0.0,4
12000.0,0,10.49,389.98,2,3,118000.0,0,1,1,15.1,1991,1,7981.0,19.3,33.0,3.0,3
15000.0,0,12.69,503.18,3,2,80000.0,0,1,1,36.14,1991,1,16307.0,81.1,49.0,6.0,3
18000.0,1,19.99,476.79,5,0,45000.0,1,1,1,15.6,1999,0,23250.0,82.7,29.0,1.8139908160844136,6
20000.0,1,13.98,465.16,3,0,92000.0,1,1,2,15.67,2005,0,8161.0,9.3,63.0,3.0,5
15000.0,0,9.49,480.43,2,3,93900.0,1,1,2,14.33,1996,0,3943.0,16.2,27.0,4.0,1
20000.0,1,13.99,465.27,3,3,60000.0,0,1,2,10.86,2000,0,9857.0,52.2,9.0,0.0,3
12000.0,0,6.62,368.45,1,3,24000.0,0,1,2,12.8,2001,0,2033.0,20.7,14.0,1.8139908160844136,3
12000.0,0,7.9,375.49,1,0,65000.0,2,1,2,7.61,1972,1,13261.0,49.3,19.0,2.0,6
10200.0,0,7.9,319.17,1,0,87000.0,0,1,6,18.29,1989,0,24936.0,63.6,38.0,4.0,5
8125.0,0,17.77,292.81,4,3,35000.0,2,1,2,9.29,2009,0,8669.0,36.0,16.0,0.0,6
23600.0,1,21.18,640.86,5,0,56400.0,1,1,2,24.51,1980,0,30358.0,83.9,46.0,7.0,4
15000.0,1,17.57,377.41,4,3,80000.0,1,0,1,9.17,2001,0,10213.0,55.5,14.0,0.0,3
12450.0,0,18.25,451.67,4,3,46000.0,2,0,2,17.58,1980,0,8511.0,54.0,24.0,0.0,5
14000.0,0,15.61,489.51,4,3,54000.0,2,1,2,32.13,2003,0,12639.0,79.0,14.0,0.0,7
9650.0,0,16.99,344.01,4,3,33500.0,0,1,2,29.38,2007,0,13700.0,65.2,14.0,0.0,0
5000.0,0,23.28,194.28,6,0,90000.0,2,0,9,14.88,2000,0,9097.0,92.8,16.0,1.0,5
15875.0,0,14.33,545.12,3,0,63000.0,0,0,2,28.34,2000,0,19620.0,78.8,21.0,3.0,6
5200.0,0,13.33,176.04,3,0,32188.0,0,1,2,26.62,1998,1,2824.0,13.1,42.0,3.0,0
8000.0,0,6.89,246.62,1,0,124000.0,0,0,1,31.89,1989,0,42909.0,77.7,44.0,3.0,9
10000.0,1,14.49,235.24,3,0,49000.0,2,1,2,32.43,1994,0,4577.0,14.6,29.0,2.0,0
15550.0,0,17.86,561.08,4,3,52000.0,1,0,9,14.47,2004,0,4368.0,27.5,15.0,0.0,8
7200.0,0,17.77,259.47,4,0,68000.0,2,0,2,11.82,1991,0,11001.0,62.5,28.0,2.0,6
7000.0,0,13.98,239.18,3,3,40000.0,0,1,9,8.16,2010,0,6095.0,37.9,7.0,0.0,0
21000.0,0,12.12,698.71,2,0,61000.0,0,1,1,23.77,1989,0,20300.0,84.6,36.0,6.0,1
8000.0,0,14.65,275.96,3,0,76800.0,1,1,6,8.85,1996,0,10088.0,51.7,24.0,2.0,4
30000.0,1,21.98,828.23,5,0,102000.0,2,1,1,17.64,1994,0,28499.0,71.2,33.0,4.0,0
8750.0,0,8.18,274.93,2,0,19200.0,1,1,2,13.19,2011,0,2310.0,30.8,10.0,0.0,4
7175.0,0,12.49,240.0,2,0,18000.0,0,1,2,17.0,1978,0,4227.0,51.5,34.0,2.0,1
7000.0,0,9.67,224.79,2,0,30000.0,2,1,2,25.2,1998,1,11318.0,71.2,17.0,2.0,1
6000.0,0,12.49,200.7,2,2,38000.0,0,1,1,23.31,2006,0,5246.0,90.4,21.0,0.0,3
7000.0,0,11.14,229.64,2,3,40000.0,0,1,2,26.28,2000,0,8193.0,61.1,7.0,0.0,4
11300.0,0,16.29,398.9,4,3,48000.0,1,0,2,25.7,2006,0,9730.0,85.4,15.0,1.0,3
7000.0,0,9.17,223.16,2,0,60000.0,1,1,6,6.98,1994,1,2177.0,14.8,15.0,0.0,1
5000.0,0,16.29,176.51,4,0,65000.0,0,0,1,15.12,2000,0,2479.0,22.9,16.0,1.0,7
10950.0,1,18.55,281.35,4,0,156000.0,2,1,7,5.98,2002,0,995.0,9.2,19.0,1.0,6
20000.0,0,7.9,625.81,1,3,49835.0,0,1,1,18.84,2001,0,28593.0,68.1,16.0,0.0,7
9000.0,0,22.99,348.35,6,3,25000.0,2,0,2,30.44,2010,0,10094.0,60.4,7.0,0.0,7
27325.0,0,16.99,974.08,4,2,140000.0,1,1,5,19.06,2000,1,5021.0,16.3,25.0,0.0,6
12250.0,0,11.36,403.17,2,0,30000.0,0,1,2,21.68,2000,0,15079.0,54.0,27.0,1.8139908160844136,7
20000.0,0,13.11,674.94,2,2,113000.0,2,1,2,16.41,2001,0,42877.0,73.7,13.0,0.0,5
13000.0,0,12.99,437.96,2,3,37000.0,2,1,2,27.47,2000,0,9263.0,60.5,38.0,0.0,7
8500.0,0,13.99,290.47,3,3,42000.0,1,0,1,27.57,2004,0,6995.0,38.6,20.0,0.0,5
16000.0,0,7.49,497.63,1,0,81500.0,1,1,2,26.32,1988,1,7922.0,46.9,42.0,2.0,1
15050.0,0,14.99,521.64,3,3,52340.0,0,1,2,20.02,2005,0,15223.0,68.6,15.0,0.0,3
9600.0,0,19.05,352.15,4,3,64500.0,0,1,9,17.9,1996,0,34930.0,69.8,33.0,2.0,1
30000.0,0,9.17,956.37,2,0,200000.0,2,1,2,9.74,2000,0,47333.0,50.1,37.0,3.0,3
8500.0,0,18.49,309.39,4,3,24900.0,2,0,9,21.98,2001,0,13069.0,53.3,16.0,0.0,3
25000.0,1,18.24,638.11,4,2,68000.0,1,0,2,18.49,1996,1,22105.0,63.0,42.0,0.0,6
12000.0,0,13.33,406.24,3,3,79800.0,2,0,2,30.67,1978,0,15071.0,16.2,43.0,0.0,7
32000.0,1,12.59,721.4,3,0,92678.0,1,1,2,22.8,2001,0,1958.0,12.3,20.0,1.0,6
26000.0,1,19.22,677.61,4,0,200000.0,2,1,1,16.84,1996,0,54415.0,68.9,62.0,5.0,6
10000.0,0,7.26,309.97,1,3,84017.0,0,1,2,22.81,1998,0,15444.0,56.8,43.0,2.0,6
7200.0,0,13.33,243.75,3,3,124800.0,2,1,2,12.11,1993,1,5723.0,71.5,24.0,2.0,3
4000.0,0,11.67,132.23,2,3,25000.0,0,1,2,10.37,1999,1,3012.0,68.5,23.0,0.0,7
10000.0,0,11.14,328.06,2,0,80000.0,2,1,2,31.64,1998,0,47267.0,69.9,17.0,3.0,1
4725.0,0,13.11,159.46,2,0,19200.0,0,1,2,12.31,1990,1,2487.0,24.1,28.0,2.0,4
10750.0,0,7.51,334.43,1,0,72000.0,0,1,9,17.55,1984,0,25126.0,59.1,49.0,1.8139908160844136,4
21000.0,0,10.75,685.03,2,0,76000.0,0,1,2,5.26,1998,0,17845.0,30.8,24.0,3.0,3
21975.0,1,22.15,608.81,5,0,45000.0,1,0,2,30.91,2003,0,8349.0,59.6,16.0,2.0,7
